,id,uuid,category,muscles,muscles_secondary,equipment,license,license_author,images,exercises,variations
32,94,42227131-9b1e-4220-b082-c523f0651057,"{'id': 8, 'name': 'Arms'}","[{'id': 1, 'name': 'Biceps brachii', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-1.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-1.svg'}]","[{'id': 13, 'name': 'Brachialis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-13.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-13.svg'}]","[{'id': 2, 'name': 'SZ-Bar'}]","{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,[],"[{'id': 80, 'uuid': '38919515-ce04-4383-9c3f-5846edd0e844', 'name': 'Biceps Curls With SZ-bar', 'description': ""<p>Hold the SZ-bar shoulder-wide, the back is straight, the shoulders slightly back, the arms are streched. Bend the arms, bringing the weight up, with a fast movement. Without pausing, let down the bar with a slow and controlled movement.</p>\n<p>Don't allow your body to swing during the exercise, all work is done by the biceps, which are the only mucles that should move (pay attention to the elbows).</p>"", 'creation_date': '2013-05-05', 'language': 2, 'license': 1, 'license_author': 'wger.de'}, {'id': 44, 'uuid': '8277124a-9ef2-442a-9824-7ab4439a5f1f', 'name': 'Bizeps Curls Mit ß-Stange ', 'description': '<p>Halte die Hantel mit etwa schulterbreitem Griff, die Arme sind ausgestreckt. Beuge die Arme und brige die Hantel mit einer schnellen Bewegung nach oben. Ohne Pause wird das Gewicht nun kontrolliert nach unten gebracht. Beachte, dass die Bewegung nach oben schneller ist als nach unten.</p>\n<p>Während des Bewegungablaufs darf der Körper nicht mitschwingen. Die Ellenbogen bleiben dabei immer an der Stelle.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",16.0
33,95,bcb7020c-8678-496d-8f4d-aad0e233a5bd,"{'id': 8, 'name': 'Arms'}","[{'id': 1, 'name': 'Biceps brachii', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-1.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-1.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,"[{'id': 19, 'uuid': '065f9418-6245-46ae-8e24-b4013ce084e4', 'exercise_base': 95, 'image': 'https://wger.de/media/exercise-images/129/Standing-biceps-curl-1.png', 'is_main': True, 'status': '2', 'style': '1'}, {'id': 20, 'uuid': '061cf07e-96a3-4063-8bd5-7abcdb047a99', 'exercise_base': 95, 'image': 'https://wger.de/media/exercise-images/129/Standing-biceps-curl-2.png', 'is_main': False, 'status': '2', 'style': '1'}]","[{'id': 129, 'uuid': '8c6c1544-cbf8-403c-ae12-b27b392702f8', 'name': 'Biceps Curl With Cable', 'description': '<p>Stand around 30 - 40cm away from the cable, the feet are firmly on the floor. Take the bar and lift the weight with a fast movements. Lower the weight as with the dumbbell curls slowly and controlled.</p>', 'creation_date': '2013-05-05', 'language': 2, 'license': 1, 'license_author': 'wger.de'}, {'id': 3, 'uuid': 'ef487de3-f071-41bf-85a6-6e76afe9c732', 'name': 'Bizeps am Kabel', 'description': '<p>Stelle dich gerade etwa 30 - 40 cm. vor dem Kabel hin, die Füße sind fest auf dem Boden. Nehme die Stange in die Hände und hebe das Gewicht mit einer schnellen Bewegung. Lassie die Stange wie bei den KH Curls kontrolliert wieder runter.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",16.0
34,105,8953df3e-4027-45fb-8740-5d9bea55dde1,"{'id': 8, 'name': 'Arms'}","[{'id': 1, 'name': 'Biceps brachii', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-1.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-1.svg'}]",[],[],"{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",wger.de,"[{'id': 189, 'uuid': '2962fe6a-6998-4f0f-ac11-9da1dc3bfc5b', 'exercise_base': 105, 'image': 'https://wger.de/media/exercise-images/231/Standing-biceps-curl-1.png', 'is_main': True, 'status': '2', 'style': '1'}, {'id': 190, 'uuid': 'afd20f42-e5c7-4269-afb4-8d70965401fd', 'exercise_base': 105, 'image': 'https://wger.de/media/exercise-images/231/Standing-biceps-curl-2.png', 'is_main': False, 'status': '2', 'style': '1'}]","[{'id': 231, 'uuid': '1ea6774c-083a-4141-89cf-4c0e973ede12', 'name': 'Bizeps am Kabel, ß-Stange', 'description': '<p>Wie ""Bizeps am Kabel"", nur mit einer ß-Stange</p>', 'creation_date': '2014-03-09', 'language': 1, 'license': 2, 'license_author': 'wger.de'}]",
35,112,d551f24d-44fe-4761-9448-edf14d627827,"{'id': 8, 'name': 'Arms'}","[{'id': 5, 'name': 'Triceps brachii', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-5.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-5.svg'}]",[],"[{'id': 7, 'name': 'none (bodyweight exercise)'}]","{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",cal.zabel,[],"[{'id': 341, 'uuid': '4e15a410-5530-4b86-964f-8af26e118e2b', 'name': 'Body-Ups', 'description': '<ol>\n<li>Assume a plank position on the ground. You should be supporting your bodyweight on your toes and forearms, keeping your torso straight. Your forearms should be shoulder-width apart. This will be your starting position.</li>\n<li>Pressing your palms firmly into the ground, extend through the elbows to raise your body from the ground. Keep your torso rigid as you perform the movement.</li>\n<li>Slowly lower your forearms back to the ground by allowing the elbows to flex.</li>\n<li>Repeat as needed.</li>\n</ol>', 'creation_date': '2015-07-21', 'language': 2, 'license': 2, 'license_author': 'cal.zabel'}]",
36,113,4a7052cc-6abb-4e24-bcff-6f9b13d550f1,"{'id': 8, 'name': 'Arms'}","[{'id': 5, 'name': 'Triceps brachii', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-5.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-5.svg'}]",[],"[{'id': 7, 'name': 'none (bodyweight exercise)'}]","{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",Wunschcoach,[],"[{'id': 679, 'uuid': '635b4ee0-7a37-4434-a3e2-de348f4c2976', 'name': 'Body-Ups', 'description': '<p>Nehmen Sie eine Dielenposition auf dem Boden ein. Sie sollten Ihr Körpergewicht auf Zehen und Unterarmen abstützen und Ihren Oberkörper gerade halten. Ihre Unterarme sollten schulterbreit auseinander liegen. Dies wird Ihre Startposition sein.</p>\n<p>Drücken Sie Ihre Handflächen fest in den Boden und strecken Sie sie durch die Ellbogen, um Ihren Körper vom Boden abzuheben. Halten Sie Ihren Oberkörper steif, während Sie die Bewegung ausführen.</p>\n<p>Lassen Sie Ihre Unterarme langsam wieder auf den Boden sinken, indem Sie die Ellbogen beugen.</p>\n<p>Wiederholen Sie diesen Vorgang nach Bedarf.</p>', 'creation_date': '2020-01-16', 'language': 1, 'license': 2, 'license_author': 'Wunschcoach'}]",
37,124,8c6428f3-d41d-4ffc-8444-bb9b823bc42b,"{'id': 9, 'name': 'Legs'}","[{'id': 10, 'name': 'Quadriceps femoris', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-10.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-10.svg'}]","[{'id': 8, 'name': 'Gluteus maximus', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-8.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-8.svg'}]",[],"{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",sevae,[],"[{'id': 342, 'uuid': '5bd3ba00-8f4e-4935-a682-87b150d830c8', 'name': 'Braced Squat', 'description': '<p>Stand with feet slightly wider than shoulder-width apart, while standing as tall as you can.</p>\n<p>Grab a weight plate and hold it out in front of your body with arms straight out. Keep your core tight and stand with a natural arch in your back.</p>\n<p>Now, push hips back and bend knees down into a squat as far as you can. Hold for a few moments and bring yourself back up to the starting position.</p>', 'creation_date': '2015-07-23', 'language': 2, 'license': 2, 'license_author': 'sevae'}]",12.0
38,127,d103baeb-7fec-40f0-b1ac-bb1bf10fdb6c,"{'id': 9, 'name': 'Legs'}",[],[],[],"{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",Konsumopfer,[],"[{'id': 765, 'uuid': '04bb8808-dab8-46a4-8e92-c92c7687ee76', 'name': 'Brücke Auf Dem Ball', 'description': '<p>Ausgangsposition: Auf den Rücken legen. Großer Gymnastikball unter die Beine legen und schräg in der Brücke mit angespanntem Körper bleiben.</p>\n<p>Anschließend die Beine bis 90 Grad anwinkeln und wieder absetzten in Ausgangsposition zurück.</p>', 'creation_date': '2020-04-04', 'language': 1, 'license': 2, 'license_author': 'Konsumopfer'}]",
39,129,5c414175-fe72-455a-ba8f-a0575cf792bd,"{'id': 11, 'name': 'Chest'}","[{'id': 4, 'name': 'Pectoralis major', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-4.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-4.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,[],"[{'id': 199, 'uuid': '61f77ca6-0e8d-42c7-b01f-aa83a0d7b386', 'name': 'Brustpresse', 'description': '<p>.</p>', 'creation_date': '2013-11-09', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",
40,132,48ee1385-47c5-4821-8b6a-57fac6130776,"{'id': 11, 'name': 'Chest'}",[],[],[],"{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",er0355,[],"[{'id': 354, 'uuid': '6335de72-146f-4f38-886d-6b8a27db62ff', 'name': 'Burpees', 'description': '<p>Jump, lay down on your chest, do a pushup then jump, repeat</p>', 'creation_date': '2015-11-01', 'language': 2, 'license': 2, 'license_author': 'er0355'}, {'id': 719, 'uuid': '5bae16b0-cefb-4fc7-be2b-e31794335c42', 'name': 'Burpees', 'description': '<p>Spring, leg dich auf deine Brust, mach einen Liegestütz und spring, wiederhole</p>', 'creation_date': '2020-01-17', 'language': 1, 'license': 2, 'license_author': 'Wunschcoach'}]",
41,135,99449eae-0eae-44ab-a57f-fc094bbdda13,"{'id': 11, 'name': 'Chest'}","[{'id': 4, 'name': 'Pectoralis major', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-4.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-4.svg'}]","[{'id': 2, 'name': 'Anterior deltoid', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-2.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-2.svg'}]",[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,"[{'id': 111, 'uuid': '40212645-0278-4c1d-9f7a-a00ee4d12314', 'exercise_base': 135, 'image': 'https://wger.de/media/exercise-images/98/Butterfly-machine-2.png', 'is_main': True, 'status': '2', 'style': '1'}, {'id': 112, 'uuid': '3e255a5f-b058-4a09-b0b0-70044285528a', 'exercise_base': 135, 'image': 'https://wger.de/media/exercise-images/98/Butterfly-machine-1.png', 'is_main': False, 'status': '2', 'style': '1'}]","[{'id': 98, 'uuid': '3c3857f8-d224-4d5a-8cc1-f4e7982d3475', 'name': 'Butterfly', 'description': ""<p>Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.</p>"", 'creation_date': '2013-05-05', 'language': 2, 'license': 1, 'license_author': 'wger.de'}, {'id': 30, 'uuid': '9df24c6f-016b-4623-8878-f71c235c50fa', 'name': 'Butterfly', 'description': '<p>Setzte dich auf den Sitz der Butterflymaschine, die Füße sollen dabei guten Kontakt mit dem Boden machen, die Oberarme sind waagerecht zum Boden. Drücke nun die Gewichte zusammen, wobei die Griffe sich nicht berühren sollen. Gehe nun wieder zurück, das Trainingsgewicht darf dabei nicht abgelegt werden.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",
42,137,80ff0a3a-ae45-497d-8c27-2b12e3b6e1b8,"{'id': 11, 'name': 'Chest'}","[{'id': 4, 'name': 'Pectoralis major', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-4.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-4.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,[],"[{'id': 52, 'uuid': '44b0d79a-5c5b-43df-bf62-3e67148f1c33', 'name': 'Butterfly Eng', 'description': '<p>Setzte dich auf den Sitz der Butterflymaschine, die Füße sollen dabei guten Kontakt mit dem Boden machen, die Ellenbogen machen etwa einen Rechten Winkel, die Oberarme sind waagerecht zum Boden. Drücke nun die Gewichte zusammen, wobei die Griffe sich nicht berühren sollen. Gehe nun wieder zurück, das Trainingsgewicht darf dabei nicht abgelegt werden.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}, {'id': 99, 'uuid': '08637e04-d995-4c07-b021-a20f26b6fd97', 'name': 'Butterfly Narrow Grip', 'description': ""<p>The movement is the same as with a regular butterfly, only that the grip is narrow:</p>\n<p>Sit on the butterfly machine, the feet have a good contact with the floor, the upper arms are parallel to the floor. Press your arms together till the handles are practically together (but aren't!). Go slowly back. The weights should stay all the time in the air.</p>"", 'creation_date': '2013-05-05', 'language': 2, 'license': 1, 'license_author': 'wger.de'}]",
43,139,a6605e9c-887d-45e0-8282-617a8ec5fea2,"{'id': 13, 'name': 'Shoulders'}","[{'id': 2, 'name': 'Anterior deltoid', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-2.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-2.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,[],"[{'id': 124, 'uuid': '8715a96e-c8a2-458a-b023-4ea7d82fdab8', 'name': 'Butterfly Reverse', 'description': '', 'creation_date': '2013-05-05', 'language': 2, 'license': 1, 'license_author': 'wger.de'}, {'id': 21, 'uuid': '605b4a25-bc1d-4604-bd93-c85b2aaf84ae', 'name': 'Butterfly Reverse', 'description': '', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",
44,141,12760abd-d687-440e-a663-f00db10500ed,"{'id': 11, 'name': 'Chest'}","[{'id': 4, 'name': 'Pectoralis major', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-4.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-4.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",tuckerm,[],"[{'id': 207, 'uuid': '1b9ed9da-46d1-4484-8acc-236379ee823c', 'name': 'Cable Cross-over', 'description': '<p>Begin with cables at about shoulder height, one in each hand. Take a step forward so that one foot is in front of the other, for stability, and so that there is tension on the cables. Bring hands together in front of you. Try to make your hands overlap (so that the cables cross) a few inches.</p>', 'creation_date': '2014-01-15', 'language': 2, 'license': 1, 'license_author': 'tuckerm'}]",
45,142,dc3a2072-abc3-4ef9-b8e6-f5ae6b11bc7f,"{'id': 13, 'name': 'Shoulders'}","[{'id': 2, 'name': 'Anterior deltoid', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-2.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-2.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",lauroernesto,[],"[{'id': 265, 'uuid': 'a7e15f4f-a7e6-4c0c-9bcb-ef3de90201aa', 'name': 'Cable External Rotation', 'description': '<p>Steps:</p>\n<ol>\n<li>Start off placing an extension band around a post or in a secure position where it will not release and is at elbow level.</li>\n<li>Position yourself to the side of the band and with your hand that is opposite of the band, reach out and grab the handle.</li>\n<li>Bring the band to your chest keeping your elbow bent in a 90 degree angle then slowly rotate your arm in a backhand motion so that the band externally rotates out</li>\n<li>Continue out as far as possible so that you feel a stretch in your shoulders, hold for a count and then return back to the starting position.</li>\n<li>Repeat for as many reps and sets as desired.</li>\n</ol>', 'creation_date': '2014-07-27', 'language': 2, 'license': 1, 'license_author': 'lauroernesto'}]",
46,145,c867836d-2929-4977-b23c-014bc21ec08d,"{'id': 10, 'name': 'Abs'}","[{'id': 14, 'name': 'Obliquus externus abdominis', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-14.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-14.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",robhoyt,[],"[{'id': 167, 'uuid': 'c376346a-1923-4468-9320-b0f480c46b1e', 'name': 'Cable Woodchoppers', 'description': '<p>Set cable pulley slightly lower than chest height. Keep body facing forward with hips stable. \xa0Grab the pulley handle, fully extend your arms and bring your arms forward and across your body. Hold for 1 second at the end of the movement and slowly return to starting position.</p>', 'creation_date': '2013-06-23', 'language': 2, 'license': 1, 'license_author': 'robhoyt'}]",
47,146,0d79f259-3b28-4258-8a08-cffec062a710,"{'id': 14, 'name': 'Calves'}","[{'id': 7, 'name': 'Gastrocnemius', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-7.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-7.svg'}, {'id': 15, 'name': 'Soleus', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-15.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-15.svg'}]",[],[],"{'id': 2, 'full_name': 'Creative Commons Attribution Share Alike 4', 'short_name': 'CC-BY-SA 4', 'url': 'https://creativecommons.org/licenses/by-sa/4.0/deed.en'}",nate303303,[],"[{'id': 308, 'uuid': '074530d6-801a-404b-b3b7-adc207be69be', 'name': 'Calf Press Using Leg Press Machine', 'description': '<p>Put\xa0 the balls of your feet on an extended leg press pad.\xa0 Use your calves to press the weight by flexing your feet/toes into a pointed position, and releasing back into a relaxed position.</p>\n<p>This exercise builds mass and strength in the Gastrocnemius and Soleus muscles as well, if not better, than any calf exercise.</p>', 'creation_date': '2015-02-06', 'language': 2, 'license': 2, 'license_author': 'nate303303'}, {'id': 745, 'uuid': '84afd45e-235a-41c3-8711-ea9f6d08eeb6', 'name': 'Wadendrücken an Beinpresse', 'description': '<p>Legen Sie die Fußballen auf eine Beinpresse. Verwenden Sie Ihre Waden, um das Gewicht zu drücken, indem Sie Ihre Füße / Zehen in eine spitze Position beugen und in eine entspannte Position zurücklassen.</p>\n<p>\xa0</p>\n<p>Diese Übung baut Masse und Kraft in den Gastrocnemius- und Soleus-Muskeln auf, wenn nicht sogar besser als jede Wadenübung.</p>', 'creation_date': '2020-01-17', 'language': 1, 'license': 2, 'license_author': 'Wunschcoach'}]",
48,147,7a69e726-cdb2-4f0a-b9bd-a9c560d04a03,"{'id': 14, 'name': 'Calves'}","[{'id': 7, 'name': 'Gastrocnemius', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-7.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-7.svg'}, {'id': 15, 'name': 'Soleus', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-15.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-15.svg'}]",[],"[{'id': 3, 'name': 'Dumbbell'}, {'id': 10, 'name': 'Kettlebell'}]","{'id': 3, 'full_name': 'Creative Commons Public Domain 1.0', 'short_name': 'CC0', 'url': 'http://creativecommons.org/publicdomain/zero/1.0/'}",BFad07,[],"[{'id': 776, 'uuid': 'b6ecc0eb-877c-449f-ac61-8caced7736d6', 'name': 'Calf Raises', 'description': 'Calf raises are a method of exercising the gastrocnemius, tibialis posterior and soleus muscles of the lower leg. The movement performed is plantar flexion, a.k.a. ankle extension.', 'creation_date': '2020-04-06', 'language': 2, 'license': 3, 'license_author': 'BFad07'}]",6.0
49,148,95a9cc46-270e-45f2-8a17-5665a23ff70b,"{'id': 14, 'name': 'Calves'}","[{'id': 7, 'name': 'Gastrocnemius', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-7.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-7.svg'}]","[{'id': 15, 'name': 'Soleus', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-15.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-15.svg'}]",[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",wger.de,[],"[{'id': 104, 'uuid': 'e7677699-5e4f-49e6-a645-e8915a203c4d', 'name': 'Calf Raises on Hackenschmitt Machine', 'description': '<p>Place yourself on the machine with your back firmly against the backrest, the feet are on the platform for calf raises. Check that the feet are half free and that you can completely stretch the calf muscles down.</p>\n<p>With straight knees pull up your weight as much as you can. Go with a fluid movement down till the calves are completely stretched. Repeat.</p>', 'creation_date': '2013-05-05', 'language': 2, 'license': 1, 'license_author': 'wger.de'}, {'id': 23, 'uuid': 'c7b98fb5-7723-471a-92a1-7b4e892a5468', 'name': 'Wadenheben an Hackenschmidt', 'description': '<p>Setze dich auf die Maschine mit dem Rücken fest gegen die Lehne und stelle die Füße auf die Plattform für Wadenheben etwa schulterbreit. Prüfe dass etwa die Hälfte noch drauf sind und du die Wadenmuskeln nach unten komplett austrecken kannst.</p>\n<p>Mit geraden Knien strecke dann die Waden und gehe so hoch wie möglich. Gehe dann runter bis die Waden komplet ausgestreckt sind und wiederhole die Bewegung.</p>', 'creation_date': '2013-05-05', 'language': 1, 'license': 1, 'license_author': 'wger.de'}]",6.0
50,152,87e6abc5-a701-442a-b4fb-bb2a7598a754,"{'id': 12, 'name': 'Back'}",[],[],"[{'id': 6, 'name': 'Pull-up bar'}]","{'id': 3, 'full_name': 'Creative Commons Public Domain 1.0', 'short_name': 'CC0', 'url': 'http://creativecommons.org/publicdomain/zero/1.0/'}",BFad07,[],"[{'id': 803, 'uuid': '0849d95d-e83b-44bd-ae95-1fcb89fa5a04', 'name': 'Chin Up', 'description': ""The chin-up (also known as a chin or chinup) is a strength training exercise. People frequently do this exercise with the intention of strengthening muscles such as the latissimus dorsi and biceps, which extend the shoulder and flex the elbow, respectively. In this maneuver, the palms are faced towards the body. It is a form of pull-up in which the range of motion is established in relation to a person's chin."", 'creation_date': '2020-05-10', 'language': 2, 'license': 3, 'license_author': 'BFad07'}, {'id': 918, 'uuid': '8385e0b3-42ef-4759-8442-014c205394cd', 'name': 'Pull Up', 'description': '', 'creation_date': '2021-08-18', 'language': 2, 'license': 2, 'license_author': 'Jakkapat86'}]",
51,154,424da49e-d155-4247-bbb2-161a5c797789,"{'id': 12, 'name': 'Back'}","[{'id': 1, 'name': 'Biceps brachii', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-1.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-1.svg'}, {'id': 12, 'name': 'Latissimus dorsi', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-12.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-12.svg'}]",[],"[{'id': 6, 'name': 'Pull-up bar'}]","{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",oliser67,"[{'id': 73, 'uuid': '6c1a7459-266d-491a-bd50-7cbaea2bc771', 'exercise_base': 154, 'image': 'https://wger.de/media/exercise-images/181/Chin-ups-2.png', 'is_main': True, 'status': '2', 'style': '1'}, {'id': 75, 'uuid': 'b2c5a9f9-8beb-41f7-841c-9664d22a427e', 'exercise_base': 154, 'image': 'https://wger.de/media/exercise-images/181/Chin-ups-1.png', 'is_main': False, 'status': '2', 'style': '1'}]","[{'id': 181, 'uuid': 'f6c4e2fa-226d-46e8-87dc-75fc8cd628bd', 'name': 'Chin-ups', 'description': '<p>Like pull-ups but with a reverse grip</p>', 'creation_date': '2013-07-24', 'language': 2, 'license': 1, 'license_author': 'oliser67'}, {'id': 747, 'uuid': '9e71d2a3-9021-4270-a7b9-0d8bd28e7394', 'name': 'Chin-ups', 'description': '<p>Wie normale Klimmzüge, aber im Untergriff.</p>', 'creation_date': '2020-01-17', 'language': 1, 'license': 2, 'license_author': 'Wunschcoach'}]",
52,157,a1d4f524-b6ca-4dd3-9998-41200f01b634,"{'id': 8, 'name': 'Arms'}","[{'id': 5, 'name': 'Triceps brachii', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-5.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-5.svg'}]","[{'id': 4, 'name': 'Pectoralis major', 'is_front': True, 'image_url_main': '/static/images/muscles/main/muscle-4.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-4.svg'}]","[{'id': 1, 'name': 'Barbell'}, {'id': 8, 'name': 'Bench'}]","{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",tuckerm,[],"[{'id': 217, 'uuid': '6cc54626-d5ef-4013-9184-010ac96de20a', 'name': 'Close-grip Bench Press', 'description': '<p>Perform a typical bench press, but hold the bar with your hands approximately shoulder-width apart and keep your elbows close to your body.</p>', 'creation_date': '2014-02-01', 'language': 2, 'license': 1, 'license_author': 'tuckerm'}]",18.0
53,158,63fbb8e5-6ebc-4def-8844-3e65e097213b,"{'id': 12, 'name': 'Back'}","[{'id': 12, 'name': 'Latissimus dorsi', 'is_front': False, 'image_url_main': '/static/images/muscles/main/muscle-12.svg', 'image_url_secondary': '/static/images/muscles/secondary/muscle-12.svg'}]",[],[],"{'id': 1, 'full_name': ' Creative Commons Attribution Share Alike 3', 'short_name': 'CC-BY-SA 3', 'url': 'https://creativecommons.org/licenses/by-sa/3.0/deed.en'}",tuckerm,[],"[{'id': 213, 'uuid': '42b092ec-80b1-4471-90d1-e462a65ab18c', 'name': 'Close-grip Lat Pull Down', 'description': '<p>Grip the pull-down bar with your hands closer than shoulder width apart, with your palms facing away from you. Lean back slightly. Pull the bar down towards your chest, keeping your elbows close to your sides as you come down. Pull your shoulders back at the end of the motion.</p>', 'creation_date': '2014-02-01', 'language': 2, 'license': 1, 'license_author': 'tuckerm'}]",2.0
